customer_id,customer_name,email,registration_date,customer_type
CUST0734,Bhavini Sundaram,dateyashasvi@example.org,2024-03-07,REGULAR
CUST0735,Kevin Mand,aarini01@example.net,2023-09-29,REGULAR
CUST0736,Sanya Pingle,advikakeer@example.com,2023-10-08,REGULAR
CUST0737,Hemal Chad,miteshtandon@example.com,2024-08-18,REGULAR
CUST0738,Ria Ganesh,hemanibhagat@example.net,2024-02-15,REGULAR
CUST0739,Charles Ganesh,erastogi@example.com,2025-01-09,REGULAR
CUST0740,Ladli Ramakrishnan,jlala@example.net,2024-11-06,REGULAR
CUST0741,Bhavya Sen,hmutti@example.net,2023-03-05,REGULAR
CUST0742,Irya Sankaran,gautami44@example.org,2024-02-01,PREMIUM
CUST0743,Triya Khurana,zinalnazareth@example.net,2025-12-08,REGULAR
CUST0744,Dhriti Anne,cust0744@example.com,2023-06-01,REGULAR
CUST0745,Sanaya Panchal,bhanumatikrishnamurthy@example.org,2023-02-22,REGULAR
CUST0746,George Bhandari,jairajdar@example.org,2025-07-28,VIP
CUST0747,Keya Goyal,gourzehaan@example.com,2024-12-26,PREMIUM
CUST0748,Sudiksha Malhotra,qnaik@example.org,2023-04-25,REGULAR
CUST0749,David Raja,dnatarajan@example.com,2024-02-16,REGULAR
CUST0750,Ridhi Boase,niyer@example.com,2023-10-05,REGULAR
CUST0751,Ikbal Dhawan,nkamdar@example.net,2023-06-15,REGULAR
CUST0752,Aashi Chauhan,boraekavir@example.net,2024-01-25,VIP
CUST0753,Anirudh Tank,aadibarad@example.net,2024-08-29,REGULAR
CUST0754,Max Narayan,gaggarwal@example.net,2025-02-01,REGULAR
CUST0755,Rajata Raval,zachariahupkaar@example.org,2024-08-20,VIP
CUST0756,Jairaj Wason,gauri46@example.org,2025-09-09,REGULAR
CUST0757,Jasmit Warrior,faris74@example.net,2023-11-12,REGULAR
CUST0758,Balveer Rajagopalan,chandaniramakrishnan@example.org,2025-09-06,REGULAR
CUST0759,Vidhi Chad,igupta@example.org,2023-10-27,REGULAR
CUST0760,William Suresh,ybhatnagar@example.net,2025-09-26,REGULAR
CUST0761,Xalak Walla,cbabu@example.com,2023-03-29,PREMIUM
CUST0762,Brijesh Ravi,kakartara@example.net,2025-04-13,REGULAR
CUST0763,Viraj Bora,dhaliwalvrinda@example.net,2023-01-30,PREMIUM
CUST0764,Chakradev Kibe,akshaygera@example.net,2023-03-19,REGULAR
CUST0765,Gunbir Shan,devanshcherian@example.org,2025-02-11,REGULAR
CUST0766,Dev Jain,znazareth@example.net,2025-11-19,VIP
CUST0767,Ekta Dara,ekantakala@example.org,2025-07-10,REGULAR
CUST0768,Gautami Bhatnagar,mahallohit@example.com,2023-09-19,REGULAR
CUST0769,Nitesh Sarna,banjeetdeol@example.org,2025-09-09,REGULAR
CUST0770,Nakul Babu,abuch@example.org,2023-10-06,VIP
CUST0771,Bhanumati Saha,ndate@example.org,2025-09-20,REGULAR
CUST0772,Shravya Sabharwal,owenbarad@example.net,2023-10-07,REGULAR
CUST0773,Gaurang Mitra,omya08@example.org,2023-10-26,REGULAR
CUST0774,Girish Pathak,ucchaljoshi@example.com,2023-03-24,REGULAR
CUST0775,Isaiah Dixit,ltank@example.org,2025-11-07,REGULAR
CUST0776,Chatura Patla,shaurya64@example.com,2025-08-16,REGULAR
CUST0777,Caleb Chawla,yogipatrick@example.org,2023-02-15,VIP
CUST0778,Yutika D’Alia,keersai@example.net,2025-06-19,VIP
CUST0779,Oni Issac,victor15@example.org,2023-06-02,REGULAR
CUST0780,Nitara Iyengar,ekannan@example.com,2025-06-27,REGULAR
CUST0781,Chatura Sarin,taraksha@example.org,2024-08-24,PREMIUM
CUST0782,Laban Shankar,cust0782@example.com,2024-06-05,REGULAR
CUST0783,Azad Bhasin,laban17@example.com,2024-10-11,PREMIUM
CUST0784,Hemal Kannan,naksh92@example.net,2025-05-08,REGULAR
CUST0785,Gabriel Sabharwal,lkalita@example.com,2024-12-19,REGULAR
CUST0786,Akshay Sangha,yugnarang@example.com,2025-06-19,PREMIUM
CUST0787,Manthan Ahluwalia,cbasu@example.com,2025-02-22,VIP
CUST0788,Pavani Wali,zsrinivas@example.net,2023-06-02,REGULAR
CUST0789,Warhi Khosla,aroraniharika@example.org,2023-07-26,REGULAR
CUST0790,Chakrika Khare,babuvarsha@example.net,2024-04-18,REGULAR
CUST0791,Tripti Bajwa,xsheth@example.org,2025-12-28,VIP
CUST0792,Qasim Prabhakar,oagarwal@example.org,2024-08-20,REGULAR
CUST0793,Bachittar Minhas,smadan@example.net,2025-04-22,PREMIUM
CUST0794,Faris Nayak,varmajanuja@example.org,2023-06-22,PREMIUM
CUST0795,Jasmit Shroff,paujeevika@example.org,2025-10-03,REGULAR
CUST0796,Samarth Devi,william81@example.net,2025-01-13,PREMIUM
CUST0797,Umang Nagi,amara86@example.com,2023-03-26,REGULAR
CUST0798,Kashish Pai,gsunder@example.net,2023-07-10,VIP
CUST0799,Brinda Seth,dominic37@example.org,2023-05-05,REGULAR
CUST0800,Praneel Mani,chopranitesh@example.com,2023-06-24,PREMIUM
CUST_UNKNOWN,Unknown Customer,unknown_customer@example.com,2023-01-01,REGULAR
